gallery_slug,photo_name,photo_slug,source_filename,source_path,full_description,date_or_century,location,material,dimensions,museum_or_collection,institution_or_owner,accession_number,sort_order,parse_method,parse_warning,image_url,destination_url,alt_text,caption,open_in_new_tab,original_image_url,original_destination_url,original_filename
holy-men-and-women-of-god,SAINT ANNE RELIEF,holy-men-and-women-of-god-saint-anne-relief,105-DSC01712-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/105-DSC01712-scaled.jpg,"SAINT ANNE RELIEF

Height: 87cm

Wood relief

National Shrine of Nuestra Señora Virgen de la Regla

Lapu-Lapu City, Cebu

Accession no. VDRP-RO-SV- 008 and VDRP-RO-SV- 007",,"Lapu-Lapu City, Cebu",Wood relief,Height: 87cm,,National Shrine of Nuestra Señora Virgen de la Regla,VDRP-RO-SV- 008 and VDRP-RO-SV- 007,68,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC01712-scaled.jpg,https://thekabilincenter.org/saint-anne-relief/,SAINT ANNE RELIEF,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01712-768x1369.jpg,https://thekabilincenter.org/saint-anne-relief/,DSC01712-768x1369.jpg
holy-men-and-women-of-god,SAINT PETER RELIEF,holy-men-and-women-of-god-saint-peter-relief,106-DSC00339-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/106-DSC00339-scaled.jpg,"SAINT PETER RELIEF

Height :

Nuestra Señora del Patrocinio de Maria Parish Church

Boljoon, Cebu

Accession no. BPM-",,"Boljoon, Cebu",,Height :,,Nuestra Señora del Patrocinio de Maria Parish Church,BPM-,69,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00349-scaled.jpg,https://thekabilincenter.org/saint-peter-relief/,SAINT PETER RELIEF,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00339-768x1369.jpg,https://thekabilincenter.org/saint-peter-relief/,DSC00339-768x1369.jpg
holy-men-and-women-of-god,SAINT PETER,holy-men-and-women-of-god-saint-peter-2,107-DSC00785-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/107-DSC00785-scaled.jpg,"SAINT PETER

Nuestra Señora del Patrocinio de Maria Parish Church

Boljoon , Cebu

Accession no. BPM-",,"Boljoon , Cebu",,,,Nuestra Señora del Patrocinio de Maria Parish Church,BPM-,70,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00793-scaled.jpg,https://thekabilincenter.org/saint-peter-2/,SAINT PETER,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00785-768x1369.jpg,https://thekabilincenter.org/saint-peter-2/,DSC00785-768x1369.jpg
holy-men-and-women-of-god,SAN VICENTE FERRER,holy-men-and-women-of-god-san-vicente-ferrer-4,108-DSC00743-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/108-DSC00743-scaled.jpg,"SAN VICENTE FERRER

Nuestra Señora del Patrocinio de Maria Parish Church

Boljoon, Cebu

Accession no. BPM-",,"Boljoon, Cebu",,,,Nuestra Señora del Patrocinio de Maria Parish Church,BPM-,71,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00746-scaled.jpg,https://thekabilincenter.org/san-vicente-ferrer-4/,SAN VICENTE FERRER,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00743-768x1369.jpg,https://thekabilincenter.org/san-vicente-ferrer-4/,DSC00743-768x1369.jpg
holy-men-and-women-of-god,SAN VICENTE FERRER,holy-men-and-women-of-god-san-vicente-ferrer-5,109-DSC00812-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/109-DSC00812-scaled.jpg,"SAN VICENTE FERRER

Height :

Nuestra Señora del Patrocinio de Maria Parish Church

Boljoon, Cebu

Accession no. BPM-",,"Boljoon, Cebu",,Height :,,Nuestra Señora del Patrocinio de Maria Parish Church,BPM-,72,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00816-scaled.jpg,https://thekabilincenter.org/san-vicente-ferrer-5/,SAN VICENTE FERRER,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00812-768x1369.jpg,https://thekabilincenter.org/san-vicente-ferrer-5/,DSC00812-768x1369.jpg
holy-men-and-women-of-god,SAN VICENTE FERRER,holy-men-and-women-of-god-san-vicente-ferrer-6,110-DSC00835-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/110-DSC00835-scaled.jpg,"SAN VICENTE FERRER

Height :

Nuestra Señora del Patrocinio de Maria Parish Church

Boljoon, Cebu

Accession no. BPM-",,"Boljoon, Cebu",,Height :,,Nuestra Señora del Patrocinio de Maria Parish Church,BPM-,73,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00843-scaled.jpg,https://thekabilincenter.org/san-vicente-ferrer-6/,SAN VICENTE FERRER,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00835-768x1369.jpg,https://thekabilincenter.org/san-vicente-ferrer-6/,DSC00835-768x1369.jpg
holy-men-and-women-of-god,SAN VICENTE FERRER,holy-men-and-women-of-god-san-vicente-ferrer-7,116-DSC00416-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/116-DSC00416-scaled.jpg,"SAN VICENTE FERRER

Polychromed wood

Height: 31cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-024",,"Argao, Cebu",Polychromed wood,Height: 31cm,,Archdiocesan Shrine of San Miguel Arcangel,APM-RO-SV-024,74,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00418-scaled.jpg,https://thekabilincenter.org/san-vicente-ferrer-7/,SAN VICENTE FERRER,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00416-768x1369.jpg,https://thekabilincenter.org/san-vicente-ferrer-7/,DSC00416-768x1369.jpg
holy-men-and-women-of-god,SAN ISIDRO LABRADOR STATUE,holy-men-and-women-of-god-san-isidro-labrador-statue,117-DSC00393-1-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/117-DSC00393-1-scaled.jpg,"SAN ISIDRO LABRADOR STATUE

Remnants of enamel paint and latex

Height: 36cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-027",,"Argao, Cebu",,Height: 36cm,,Archdiocesan Shrine of San Miguel Arcangel,APM-RO-SV-027,75,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,Unresolved description block(s): Remnants of enamel paint and latex,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00396-scaled.jpg,https://thekabilincenter.org/san-isidro-labrador-statue/,SAN ISIDRO LABRADOR STATUE,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00393-1-768x431.jpg,https://thekabilincenter.org/san-isidro-labrador-statue/,DSC00393-1-768x431.jpg
holy-men-and-women-of-god,SAINT FRANCIS,holy-men-and-women-of-god-saint-francis-2,118-DSC00522-1-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/118-DSC00522-1-scaled.jpg,"SAINT FRANCIS

De bulto

Polychromed wood, glass eyes

Height: 100cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-034",,"Argao, Cebu","De bulto

Polychromed wood, glass eyes",Height: 100cm,,Archdiocesan Shrine of San Miguel Arcangel,APM-RO-SV-034,76,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00524-scaled.jpg,https://thekabilincenter.org/saint-francis-2/,SAINT FRANCIS,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00522-1-768x1369.jpg,https://thekabilincenter.org/saint-francis-2/,DSC00522-1-768x1369.jpg
holy-men-and-women-of-god,SAINT MONICA,holy-men-and-women-of-god-saint-monica,119-DSC00608-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/119-DSC00608-scaled.jpg,"SAINT MONICA

De bulto , polychromed wood, old black velvet vestment and shawl with golden floral ornaments

Height: 74cm

Accession no. APM-RO-SV-037

Archdiocesan Shrine of San Miguel Arcangel

Argao , Cebu",,"Argao , Cebu","De bulto , polychromed wood, old black velvet vestment and shawl with golden floral ornaments",Height: 74cm,,Archdiocesan Shrine of San Miguel Arcangel,APM-RO-SV-037,77,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00610-scaled.jpg,https://thekabilincenter.org/saint-monica/,SAINT MONICA,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00608-768x1369.jpg,https://thekabilincenter.org/saint-monica/,DSC00608-768x1369.jpg
holy-men-and-women-of-god,SAINT AUGUSTINE,holy-men-and-women-of-god-saint-augustine-3,120-DSC00582-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/120-DSC00582-scaled.jpg,"SAINT AUGUSTINE

De bulto , polychromed wood, glass eyes, old black velvet vestment adorned with golden floral ornaments

Height: 76cm

Accession no. APM-RO-SV-038

Archdiocesan Shrine of San Miguel Arcangel

Argao , Cebu",,"Argao , Cebu","De bulto , polychromed wood, glass eyes, old black velvet vestment adorned with golden floral ornaments",Height: 76cm,,Archdiocesan Shrine of San Miguel Arcangel,APM-RO-SV-038,78,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00591-1-scaled.jpg,https://thekabilincenter.org/saint-augustine-3/,SAINT AUGUSTINE,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00582-768x1369.jpg,https://thekabilincenter.org/saint-augustine-3/,DSC00582-768x1369.jpg
holy-men-and-women-of-god,SAN JUAN BAUTISTA,holy-men-and-women-of-god-san-juan-bautista,126-DSC00222-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/126-DSC00222-scaled.jpg,"SAN JUAN BAUTISTA

De bulto

Polychromed wood, glass eyes

Height: 110cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-041",,"Argao, Cebu","De bulto

Polychromed wood, glass eyes",Height: 110cm,,Archdiocesan Shrine of San Miguel Arcangel,APM-RO-SV-041,79,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00223-scaled.jpg,https://thekabilincenter.org/san-juan-bautista/,SAN JUAN BAUTISTA,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00222-768x1369.jpg,https://thekabilincenter.org/san-juan-bautista/,DSC00222-768x1369.jpg
holy-men-and-women-of-god,SAN JUAN (BAPTISM SCENE),holy-men-and-women-of-god-san-juan-baptism-scene,127-DSC01308-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/127-DSC01308-scaled.jpg,"SAN JUAN (BAPTISM SCENE)

De bulto, polychromed wood, glass eyes

Height: 106cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-046",,"Argao, Cebu","De bulto, polychromed wood, glass eyes",Height: 106cm,,Archdiocesan Shrine of San Miguel Arcangel,APM-RO-SV-046,80,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC01310-scaled.jpg,https://thekabilincenter.org/san-juan-baptism-scene/,SAN JUAN (BAPTISM SCENE),,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01308-768x1369.jpg,https://thekabilincenter.org/san-juan-baptism-scene/,DSC01308-768x1369.jpg
holy-men-and-women-of-god,SANTO TOMAS DE VILLANUEVA,holy-men-and-women-of-god-santo-tomas-de-villanueva-2,133-DSC00808-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/133-DSC00808-scaled.jpg,"SANTO TOMAS DE VILLANUEVA

De bulto

Polychromed wood, glass eyes

Height: 110cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-041",,"Argao, Cebu","De bulto

Polychromed wood, glass eyes",Height: 110cm,,Archdiocesan Shrine of San Miguel Arcangel,APM-RO-SV-041,81,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00808-scaled.jpg,https://thekabilincenter.org/santo-tomas-de-villanueva-2/,SANTO TOMAS DE VILLANUEVA,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00808-768x1369.jpg,https://thekabilincenter.org/santo-tomas-de-villanueva-2/,DSC00808-768x1369.jpg
holy-men-and-women-of-god,SAN PEDRO,holy-men-and-women-of-god-san-pedro,134-DSC00896-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/134-DSC00896-scaled.jpg,"SAN PEDRO

De bulto

polychromed wood, glass eyes

Height: 115cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-057",,"Argao, Cebu","De bulto

polychromed wood, glass eyes",Height: 115cm,,Archdiocesan Shrine of San Miguel Arcangel,APM-RO-SV-057,82,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00899-scaled.jpg,https://thekabilincenter.org/san-pedro/,SAN PEDRO,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00896-768x1369.jpg,https://thekabilincenter.org/san-pedro/,DSC00896-768x1369.jpg
holy-men-and-women-of-god,SANTA VERONICA,holy-men-and-women-of-god-santa-veronica,135-DSC00950-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/135-DSC00950-scaled.jpg,"SANTA VERONICA

De bulto

Polychromed wood

Height: 103cm

Archdiocesan Shrine of San Miguel Arcangel

Argao, Cebu

Accession no. APM-RO-SV-056",,"Argao, Cebu","De bulto

Polychromed wood",Height: 103cm,,Archdiocesan Shrine of San Miguel Arcangel,APM-RO-SV-056,83,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00956-scaled.jpg,https://thekabilincenter.org/santa-veronica/,SANTA VERONICA,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00950-768x1369.jpg,https://thekabilincenter.org/santa-veronica/,DSC00950-768x1369.jpg
holy-men-and-women-of-god,SAN JUAN NEPOMUCENO,holy-men-and-women-of-god-san-juan-nepomuceno-2,136-DSC00063-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/136-DSC00063-2-scaled.jpg,"SAN JUAN NEPOMUCENO

Glass eyes

Height: 151cm

Saints Peter and Paul Parish Church

Santa Fe, Bantayan Island, Cebu

Accession no. BIPM-RO-SV-010",,"Santa Fe, Bantayan Island, Cebu",Glass eyes,Height: 151cm,,Saints Peter and Paul Parish Church,BIPM-RO-SV-010,84,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00069-2-scaled.jpg,https://thekabilincenter.org/san-juan-nepomuceno-2/,SAN JUAN NEPOMUCENO,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00063-2-768x1369.jpg,https://thekabilincenter.org/san-juan-nepomuceno-2/,DSC00063-2-768x1369.jpg
holy-men-and-women-of-god,SAINT PETER,holy-men-and-women-of-god-saint-peter-3,137-DSC00126-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/137-DSC00126-2-scaled.jpg,"SAINT PETER

glass eyes

Height (sitting figure): 118cm

Saints Peter and Paul Parish Church

Santa Fe, Bantayan Island, Cebu

Accession no. BIPM-RO-SV-019",,"Santa Fe, Bantayan Island, Cebu",glass eyes,Height (sitting figure): 118cm,,Saints Peter and Paul Parish Church,BIPM-RO-SV-019,85,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00138-2-scaled.jpg,https://thekabilincenter.org/saint-peter-3/,SAINT PETER,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00126-2-768x1369.jpg,https://thekabilincenter.org/saint-peter-3/,DSC00126-2-768x1369.jpg
holy-men-and-women-of-god,SAN DAMASO,holy-men-and-women-of-god-san-damaso,138-DSC00335-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/138-DSC00335-2-scaled.jpg,"SAN DAMASO

glass eyes

Height: 127cm

Saints Peter and Paul Parish Church

Santa Fe, Bantayan Island, Cebu

Accession no. BIPM-RO-SV-035",,"Santa Fe, Bantayan Island, Cebu",glass eyes,Height: 127cm,,Saints Peter and Paul Parish Church,BIPM-RO-SV-035,86,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00339-2.jpg,https://thekabilincenter.org/san-damaso/,SAN DAMASO,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00335-2-768x1369.jpg,https://thekabilincenter.org/san-damaso/,DSC00335-2-768x1369.jpg
holy-men-and-women-of-god,SAN ROQUE,holy-men-and-women-of-god-san-roque-6,144-DSC00424-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/144-DSC00424-2-scaled.jpg,"SAN ROQUE

iron staff, glass eyes

Height: 113cm

Saints Peter and Paul Parish Church

Santa Fe, Bantayan Island, Cebu

Accession no. BIPM-RO-SV-036",,"Santa Fe, Bantayan Island, Cebu","iron staff, glass eyes",Height: 113cm,,Saints Peter and Paul Parish Church,BIPM-RO-SV-036,87,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00424-2-scaled.jpg,https://thekabilincenter.org/san-roque-6/,SAN ROQUE,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00424-2-768x1369.jpg,https://thekabilincenter.org/san-roque-6/,DSC00424-2-768x1369.jpg
holy-men-and-women-of-god,SAN VICENTE FERRER,holy-men-and-women-of-god-san-vicente-ferrer-8,145-DSC00731-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/145-DSC00731-2-scaled.jpg,"SAN VICENTE FERRER

Height: 38cm

HOUSE COLLECTION

Santa Fe, Bantayan Island, Cebu

Accession no. BIPM-RO-SV-005",,"Santa Fe, Bantayan Island, Cebu",,Height: 38cm,HOUSE COLLECTION,,BIPM-RO-SV-005,88,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00734-2-scaled.jpg,https://thekabilincenter.org/san-vicente-ferrer-8/,SAN VICENTE FERRER,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00731-2-768x1369.jpg,https://thekabilincenter.org/san-vicente-ferrer-8/,DSC00731-2-768x1369.jpg
holy-men-and-women-of-god,SAN VICENTE FERRER (SMALL),holy-men-and-women-of-god-san-vicente-ferrer-small,151-DSC00943-2-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/151-DSC00943-2-scaled.jpg,"SAN VICENTE FERRER (SMALL)

Height: 36cm

(HOUSE COLLECTION) CHAPEL

Santa Fe, Bantayan Island, Cebu

Accession no. BIPM-RO-SV-006",,"Santa Fe, Bantayan Island, Cebu",,Height: 36cm,(HOUSE COLLECTION) CHAPEL,,BIPM-RO-SV-006,89,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC00950-2-1-scaled.jpg,https://thekabilincenter.org/san-vicente-ferrer-small/,SAN VICENTE FERRER (SMALL),,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00943-2-768x1369.jpg,https://thekabilincenter.org/san-vicente-ferrer-small/,DSC00943-2-768x1369.jpg
holy-men-and-women-of-god,CATHEDRA PETRI,holy-men-and-women-of-god-cathedra-petri,157-DSC03344-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/157-DSC03344-scaled.jpg,"CATHEDRA PETRI

Bas-relief from the old altar

Saints Peter and Paul Parish Church

Santa Fe, Bantayan Island, Cebu

Accession no. BIPM-RO-SV-008",,"Santa Fe, Bantayan Island, Cebu",,,,Saints Peter and Paul Parish Church,BIPM-RO-SV-008,90,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,Unresolved description block(s): Bas-relief from the old altar,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC03351-scaled.jpg,https://thekabilincenter.org/cathedra-petri/,CATHEDRA PETRI,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC03344-768x1369.jpg,https://thekabilincenter.org/cathedra-petri/,DSC03344-768x1369.jpg
holy-men-and-women-of-god,SAINT CATHERINE ORIGINAL FACE,holy-men-and-women-of-god-saint-catherine-original-face,158-DSC00118-1.jpg,../tod-gallery-images/holy-men-and-women-of-god/158-DSC00118-1.jpg,"SAINT CATHERINE ORIGINAL FACE

Detailed de bastidor

Original height: 3-4”

Archdiocesan Shrine of Saint Catherine of Alexandria

Carcar City, Cebu

Accession no. CPM-RO-SV-003",,"Carcar City, Cebu",Detailed de bastidor,Original height: 3-4”,,Archdiocesan Shrine of Saint Catherine of Alexandria,CPM-RO-SV-003,91,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00118-1.jpg,https://thekabilincenter.org/saint-catherine-original-face/,SAINT CATHERINE ORIGINAL FACE,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00118-1.jpg,https://thekabilincenter.org/saint-catherine-original-face/,DSC00118-1.jpg
holy-men-and-women-of-god,SAN GUILLERMO PROCESSIONAL IMAGE (ORIGINAL),holy-men-and-women-of-god-san-guillermo-processional-image-original,164-DSC02089-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/164-DSC02089-scaled.jpg,"SAN GUILLERMO PROCESSIONAL IMAGE (ORIGINAL)

Polychromed wood, ivory head and hands, glass eyes; black fabric with gold thread; ivory corpus (crucifix)

Height: 142cm

San Guillermo de Aquitania Parish Church

Dalaguete, Cebu

Accession no. DPM-RO-SV-006",,"Dalaguete, Cebu","Polychromed wood, ivory head and hands, glass eyes; black fabric with gold thread; ivory corpus (crucifix)",Height: 142cm,,San Guillermo de Aquitania Parish Church,DPM-RO-SV-006,92,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC02089-scaled.jpg,https://thekabilincenter.org/san-guillermo-processional-image-original/,SAN GUILLERMO PROCESSIONAL IMAGE (ORIGINAL),,true,https://thekabilincenter.org/wp-content/uploads/2023/11/DSC02089-768x1369.jpg,https://thekabilincenter.org/san-guillermo-processional-image-original/,DSC02089-768x1369.jpg
holy-men-and-women-of-god,SAINT GUILLERMO,holy-men-and-women-of-god-saint-guillermo,170-DSC00505-scaled.jpg,../tod-gallery-images/holy-men-and-women-of-god/170-DSC00505-scaled.jpg,"SAINT GUILLERMO

Polychromed wood, glass eyes

Height: 184cm

San Guillermo de Aquitania Parish Church

Dalaguete, Cebu

Accession no. DPM-RO-SV-044",,"Dalaguete, Cebu","Polychromed wood, glass eyes",Height: 184cm,,San Guillermo de Aquitania Parish Church,DPM-RO-SV-044,93,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00505-scaled.jpg,https://thekabilincenter.org/saint-guillermo/,SAINT GUILLERMO,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00505-768x1369.jpg,https://thekabilincenter.org/saint-guillermo/,DSC00505-768x1369.jpg
home-devotions,ALTAR SET,home-devotions-altar-set,002-DSC01952-2-scaled.jpg,../tod-gallery-images/home-devotions/002-DSC01952-2-scaled.jpg,"ALTAR SET

Various religious objects in various sizes

Cebu Metropolitan Cathedral

Cebu City

Accessions no. CMC-RO-SV-008",,Cebu City,,,,Cebu Metropolitan Cathedral,s no. CMC-RO-SV-008,1,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,Unresolved description block(s): Various religious objects in various sizes,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01957-2-scaled.jpg,https://thekabilincenter.org/altar-set/,ALTAR SET,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC01952-2-768x431.jpg,https://thekabilincenter.org/altar-set/,DSC01952-2-768x431.jpg
home-devotions,OUR LADY OF FATIMA,home-devotions-our-lady-of-fatima,003-DSC00268-3-scaled.jpg,../tod-gallery-images/home-devotions/003-DSC00268-3-scaled.jpg,"OUR LADY OF FATIMA

Plaster

Height: 115cm

Our Lady of the Immaculate Conception Parish Church

Oslob , Cebu

Accession no. ICP-RO-SV-026",,"Oslob , Cebu",,Height: 115cm,,Our Lady of the Immaculate Conception Parish Church,ICP-RO-SV-026,2,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,Unresolved description block(s): Plaster,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00310-3-scaled.jpg,https://thekabilincenter.org/our-lady-of-fatima/,OUR LADY OF FATIMA,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00268-3-768x1369.jpg,https://thekabilincenter.org/our-lady-of-fatima/,DSC00268-3-768x1369.jpg
home-devotions,SACRED HEART,home-devotions-sacred-heart,004-DSC03822-scaled.jpg,../tod-gallery-images/home-devotions/004-DSC03822-scaled.jpg,"SACRED HEART

Plaster

Height: 43cm

Our Lady of the Immaculate Conception Parish Church

Oslob , Cebu

Accession no. ICP-RO-SV-003",,"Oslob , Cebu",,Height: 43cm,,Our Lady of the Immaculate Conception Parish Church,ICP-RO-SV-003,3,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,Unresolved description block(s): Plaster,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC03839-scaled.jpg,https://thekabilincenter.org/sacred-heart/,SACRED HEART,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC03822-768x1369.jpg,https://thekabilincenter.org/sacred-heart/,DSC03822-768x1369.jpg
home-devotions,IMAGE USED FOR BLOCK ROSARY,home-devotions-image-used-for-block-rosary,005-1-DSC00767-2-scaled.jpg,../tod-gallery-images/home-devotions/005-1-DSC00767-2-scaled.jpg,"IMAGE USED FOR BLOCK ROSARY

Total Height (Case): 50cm

Santo Tomas de Villanueva Parish Church

Danao City, Cebu

Accession no. STVP-RO-SV-026",,"Danao City, Cebu",,Total Height (Case): 50cm,,Santo Tomas de Villanueva Parish Church,STVP-RO-SV-026,4,parent_anchor_img+child_elementor_text_editor+attachment_metadata+label-and-pattern,,https://thekabilincenter.org/wp-content/uploads/2023/10/DSC00762-2-scaled.jpg,https://thekabilincenter.org/image-used-for-block-rosary/,IMAGE USED FOR BLOCK ROSARY,,true,https://thekabilincenter.org/wp-content/uploads/2023/10/1-DSC00767-2-768x1369.jpg,https://thekabilincenter.org/image-used-for-block-rosary/,1-DSC00767-2-768x1369.jpg
