parent_gallery_name,parent_gallery_item_id,photo_set_name,photo_set_slug,photo_count,photo_names,photo_item_ids,source_values,grouping_source,grouping_confidence,is_singleton,warnings
Painting the Sacred,6a679b45958e708dc185c91a,Our Lady of the Sacred Heart,painting-the-sacred-our-lady-of-the-sacred-heart,1,OUR LADY OF THE SACRED HEART,6a679f4ccb07e51255077d87,dy-of-the-sacred-heart-2,CMS Name,high,true,singleton set | truncated source filename
Painting the Sacred,6a679b45958e708dc185c91a,Painting of Mary,painting-of-mary,1,PAINTING OF MARY,6a679f776bb5de7ea7199ee8,sacred-painting-of-mary,CMS Name,high,true,singleton set | truncated source filename
Painting the Sacred,6a679b45958e708dc185c91a,Portait of John Xxiii,portait-of-john-xxiii,1,PORTAIT OF JOHN XXIII,6a679f6208b9a44c5a9c59b8,ed-portait-of-john-xxiii,CMS Name,high,true,singleton set | truncated source filename
Painting the Sacred,6a679b45958e708dc185c91a,Portrait of Benedict Xvi,portrait-of-benedict-xvi,1,PORTRAIT OF BENEDICT XVI,6a679f660fb9b1f19aaf6daf,portrait-of-benedict-xvi,CMS Name,high,true,singleton set | truncated source filename
Painting the Sacred,6a679b45958e708dc185c91a,Portrait of Bishop Salvador,portrait-of-bishop-salvador,1,PORTRAIT OF BISHOP SALVADOR,6a679f90ca704d21d80a30ab,trait-of-bishop-salvador,CMS Name,high,true,singleton set | truncated source filename
Painting the Sacred,6a679b45958e708dc185c91a,Portrait of John Paul Ii,portrait-of-john-paul-ii,1,PORTRAIT OF JOHN PAUL II,6a679f5e06a4101387160566,portrait-of-john-paul-ii,CMS Name,high,true,singleton set | truncated source filename
Painting the Sacred,6a679b45958e708dc185c91a,Portrait of Pope Pius X,portrait-of-pope-pius-x,1,PORTRAIT OF Pope Pius X,6a679f6aebb5c526c04e002c,portrait-of-pope-pius-x,CMS Name,high,true,singleton set | truncated source filename
Painting the Sacred,6a679b45958e708dc185c91a,Portrait of Salvador Brothers,portrait-of-salvador-brothers,1,PORTRAIT OF SALVADOR BROTHERS,6a679f947887d4eb8fb4d04b,ait-of-salvador-brothers,CMS Name,high,true,singleton set | truncated source filename
Painting the Sacred,6a679b45958e708dc185c91a,Relief Carving of the Crucifixion,relief-carving-of-the-crucifixion,1,RELIEF CARVING OF THE CRUCIFIXION,6a679f41eeade61073c367d9,rving-of-the-crucifixion,CMS Name,high,true,singleton set | truncated source filename
Painting the Sacred,6a679b45958e708dc185c91a,Sacred Heart of Jesus,painting-the-sacred-sacred-heart-of-jesus,1,SACRED HEART OF JESUS,6a679f48312313cb551e4630,sacred-heart-of-jesus-8,CMS Name,high,true,singleton set | truncated source filename
Painting the Sacred,6a679b45958e708dc185c91a,Sorrowful Mysteries of the Rosary,sorrowful-mysteries-of-the-rosary,1,SORROWFUL MYSTERIES OF THE ROSARY,6a679f8cada99a788db314b9,mysteries-of-the-rosary,CMS Name,high,true,singleton set | truncated source filename
Painting the Sacred,6a679b45958e708dc185c91a,Sorrowful Mystery (on Lawanit),sorrowful-mystery-on-lawanit,1,SORROWFUL MYSTERY (ON LAWANIT),6a679f7bb33f1426ff2a46c0,owful-mystery-on-lawanit,CMS Name,high,true,singleton set | truncated source filename
Painting the Sacred,6a679b45958e708dc185c91a,The Baptism of Jesus,the-baptism-of-jesus,1,THE BAPTISM OF JESUS,6a679f45efbaeffca010f4b2,red-the-baptism-of-jesus,CMS Name,high,true,singleton set | truncated source filename
Painting the Sacred,6a679b45958e708dc185c91a,The Crossing of the Dead Sea with Moses,the-crossing-of-the-dead-sea-with-moses,1,the-crossing-of-the-dead-sea-with-moses,6a679f50ada99a788db2f198,the-dead-sea-with-moses,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Altar,sacred-furnishings-altar,2,ALTAR,6a679fcd6fdd59eade61b1b9 | 6a679fed3b7bf7fb5d4c71fd,cred-furnishings-altar-2 | cred-furnishings-altar-3,CMS Name,high,false,truncated source filename | potential near-duplicate set name within the same Gallery
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Altar Frontal Relief Carving,altar-frontal-relief-carving,1,ALTAR FRONTAL RELIEF CARVING,6a679ffb0fb9b1f19aafabd6,r-frontal-relief-carving,CMS Name,high,true,singleton set | truncated source filename | potential near-duplicate set name within the same Gallery
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Ambo,ambo,1,AMBO,6a679fd809d6d5deb16dc3ed,sacred-furnishings-ambo,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Candelabra,candelabra,1,CANDELABRA,6a67a03fef3349cb653c2afb,d-furnishings-candelabra,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Candle Holder,sacred-furnishings-candle-holder,2,CANDLE HOLDER,6a67a030ca704d21d80a83d7 | 6a67a033ca704d21d80a86d4,furnishings-pole-stand-2 | nishings-candle-holder-6,CMS Name,high,false,truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Cartouche (Set),cartouche-set,1,CARTOUCHE (SET),6a67a016e4223da842ebba01,urnishings-cartouche-set,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Chairs in the Liturgy,chairs-in-the-liturgy,10,CHAIRS IN THE LITURGY,6a679f97b33f1426ff2a52a1 | 6a679f9dca704d21d80a3a9c | 6a679fa047694145669df314 | 6a679fa406a4101387163661 | 6a679fa8165b308540791862 | 6a679fb0b33f1426ff2a5ec8 | 6a679fb7bd61fb1cdcd8f8d5 | 6a679fbe0dc0a2b1638c4c6c | 6a679fc16fdd59eade61af89 | 6a679fc91e982a57a471c7f6,chairs-in-the-liturgy-10 | chairs-in-the-liturgy-2 | chairs-in-the-liturgy-3 | chairs-in-the-liturgy-4 | chairs-in-the-liturgy-5 | chairs-in-the-liturgy-6 | chairs-in-the-liturgy-7 | chairs-in-the-liturgy-8 | chairs-in-the-liturgy-9 | gs-chairs-in-the-liturgy,CMS Name,high,false,truncated source filename | unusually large set
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Confessional Box,confessional-box,1,CONFESSIONAL BOX,6a679facca704d21d80a433e,ishings-confessional-box,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Creduza (Mini Altar),creduza-mini-altar,1,CREDUZA (MINI ALTAR),6a679fe6ca704d21d80a5f25,hings-creduza-mini-altar,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Cross Stand,cross-stand,1,CROSS STAND,6a67a01a7b200521e816981c,furnishings-cross-stand,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Deco Relief on Wood,deco-relief-on-wood,1,DECO RELIEF ON WOOD,6a67a00806a410138716630b,ings-deco-relief-on-wood,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Decorative Furnishing,decorative-furnishing,1,DECORATIVE FURNISHING,6a679ff747694145669dfce0,gs-decorative-furnishing,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Decorative Set,decorative-set,2,DECORATIVE SET,6a67a00bbded1ae16ef8f131 | 6a67a00e1e982a57a471d234,ishings-decorative-set-2 | rnishings-decorative-set,CMS Name,high,false,truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Decorative Stand,decorative-stand,1,DECORATIVE STAND,6a67a02c7b200521e816a07e,ishings-decorative-stand,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Episcopal Chair,episcopal-chair,1,EPISCOPAL CHAIR,6a679fbbca704d21d80a4a82,nishings-episcopal-chair,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Framed Sacra (Pairs),framed-sacra-pairs,1,FRAMED SACRA (PAIRS),6a67a03b47694145669e1873,hings-framed-sacra-pairs,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Lagang,lagang,1,LAGANG,6a67a04cb33f1426ff2a9bb0,acred-furnishings-lagang,CMS Name,high,true,singleton set | truncated source filename | potential near-duplicate set name within the same Gallery
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Lagang on a Vase,lagang-on-a-vase,1,LAGANG ON A VASE,6a67a0504d9c03c1ce682928,ishings-lagang-on-a-vase,CMS Name,high,true,singleton set | truncated source filename | potential near-duplicate set name within the same Gallery
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Lagang Ramillete,lagang-ramillete,1,LAGANG RAMILLETE,6a67a0474d9c03c1ce682495,ishings-lagang-ramillete,CMS Name,high,true,singleton set | truncated source filename | potential near-duplicate set name within the same Gallery
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Lagang Sculptural Piece,lagang-sculptural-piece,1,LAGANG SCULPTURAL PIECE,6a67a0433b7bf7fb5d4cb5bd,lagang-sculptural-piece,CMS Name,high,true,singleton set | truncated source filename | potential near-duplicate set name within the same Gallery
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Last Supper (Brass Relief),last-supper-brass-relief,1,LAST SUPPER (BRASS RELIEF),6a67a0387b200521e816a6a4,last-supper-brass-relief,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Ludhanan (Kneeler),ludhanan-kneeler,1,LUDHANAN (KNEELER),6a679fb47b200521e81672e8,ishings-ludhanan-kneeler,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Metallic Candle Holder (Dagkotanan),metallic-candle-holder-dagkotanan,1,METALLIC CANDLE HOLDER (DAGKOTANAN),6a679fe39357647de2286765,candle-holder-dagkotanan,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Orna,orna,1,ORNA,6a679fd16691b1c612453336,sacred-furnishings-orna,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Pole Stand,pole-stand,1,POLE STAND,6a67a012ebb5c526c04e38c5,d-furnishings-pole-stand,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Ramilieta,ramilieta,1,RAMILIETA,6a679fffada99a788db32d69,ed-furnishings-ramilieta,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Ramillete,ramillete,5,RAMILLETE,6a679ff055b8941c6fdcf7a5 | 6a679ff49357647de2286b7c | 6a67a01debb5c526c04e3d3b | 6a67a021e213257a0c00bfe0 | 6a67a025bd61fb1cdcd936ca,ed-furnishings-ramillete | furnishings-ramillete-2 | furnishings-ramillete-3 | furnishings-ramillete-4 | furnishings-ramillete-5,CMS Name,high,false,truncated source filename | potential near-duplicate set name within the same Gallery
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Ramillete #2,ramillete-2,1,RAMILLETE #2,6a67a02921bb220f0883cc2a,furnishings-ramillete-6,CMS Name,high,true,singleton set | truncated source filename | potential near-duplicate set name within the same Gallery
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Silla Episcopal,silla-episcopal,1,SILLA EPISCOPAL,6a679fc688153d547cf81f0e,nishings-silla-episcopal,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Tabernacle,sacred-furnishings-tabernacle,2,TABERNACLE,6a679fd40fb9b1f19aaf9953 | 6a679fe948fe08facb66d7e0,furnishings-tabernacle-2 | furnishings-tabernacle-3,CMS Name,high,false,truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Urna 1,urna-1,1,URNA 1,6a679fdede56670668b86fd8,acred-furnishings-urna-1,CMS Name,high,true,singleton set | truncated source filename
Sacred Furnishings,6a679b4eef3349cb653a7fa7,Wall Deco Pair,wall-deco-pair,1,WALL DECO PAIR,6a67a0031e982a57a471cfe5,rnishings-wall-deco-pair,CMS Name,high,true,singleton set | truncated source filename
The Holy Family,6a679b34fd200fc82a6f8b18,Belen Scene,belen-scene,2,BELEN SCENE,6a67a05c2ab6542afae8e81f | 6a67a065ef3349cb653c4211,holy-family-belen-scene | oly-family-belen-scene-2,CMS Name,high,false,truncated source filename
The Holy Family,6a679b34fd200fc82a6f8b18,Death of Saint Joseph,death-of-saint-joseph,2,DEATH OF SAINT JOSEPH,6a67a09947694145669e4568 | 6a67a09dca704d21d80ac7d2,death-of-saint-joseph-2 | ly-death-of-saint-joseph,CMS Name,high,false,truncated source filename
The Holy Family,6a679b34fd200fc82a6f8b18,Sagrada Familia,sagrada-familia,3,SAGRADA FAMILIA,6a67a0543be05a134f64b962 | 6a67a0575fb312a8c2d02c95 | 6a67a06106a4101387169f34,family-sagrada-familia-2 | family-sagrada-familia-3 | y-family-sagrada-familia,CMS Name,high,false,truncated source filename
The Holy Family,6a679b34fd200fc82a6f8b18,San Jose,san-jose,11,SAN JOSE,6a67a06dd44a457225259c44 | 6a67a071bded1ae16ef90bb0 | 6a67a074d0581e7876fe1bbf | 6a67a078d0581e7876fe1c7d | 6a67a07cd42dd196cb0a0ff1 | 6a67a07fd42dd196cb0a1239 | 6a67a083165b3085407952b3 | 6a67a087b33f1426ff2ab6b3 | 6a67a08b06a410138716ba5a | 6a67a092ca704d21d80ac064 | 6a67a0964d9c03c1ce684113,e-holy-family-san-jose-2 | e-holy-family-san-jose-3 | e-holy-family-san-jose-4 | e-holy-family-san-jose-5 | e-holy-family-san-jose-6 | e-holy-family-san-jose-7 | e-holy-family-san-jose-8 | e-holy-family-san-jose-9 | holy-family-san-jose-10 | holy-family-san-jose-11 | the-holy-family-san-jose,CMS Name,high,false,truncated source filename | unusually large set | potential near-duplicate set name within the same Gallery
The Holy Family,6a679b34fd200fc82a6f8b18,San Jose De Mandaue,san-jose-de-mandaue,1,SAN JOSE DE MANDAUE,6a67a0693b7bf7fb5d4cd2e3,mily-san-jose-de-mandaue,CMS Name,high,true,singleton set | truncated source filename | potential near-duplicate set name within the same Gallery
Vestments and Linens,6a679b523b7bf7fb5d499a86,Cape,cape,1,CAPE,6a67a0cf7b200521e816e088,estments-and-linens-cape,CMS Name,high,true,singleton set | truncated source filename
Vestments and Linens,6a679b523b7bf7fb5d499a86,Chalice Veils and Bursars,chalice-veils-and-bursars,1,CHALICE VEILS AND BURSARS,6a67a0cc06a410138716e0e4,halice-veils-and-bursars,CMS Name,high,true,singleton set | truncated source filename
Vestments and Linens,6a679b523b7bf7fb5d499a86,Chasuble,chasuble,4,CHASUBLE,6a67a0b03b7bf7fb5d4d0e49 | 6a67a0b821bb220f0884144d | 6a67a0d347694145669e6309 | 6a67a0dc8acb3b3a14198f49,ents-and-linens-chasuble | ts-and-linens-chasuble-2 | ts-and-linens-chasuble-3 | ts-and-linens-chasuble-4,CMS Name,high,false,truncated source filename | potential near-duplicate set name within the same Gallery
Vestments and Linens,6a679b523b7bf7fb5d499a86,Chasuble with Stole,chasuble-with-stole,4,CHASUBLE WITH STOLE,6a67a0bdde56670668b89bb5 | 6a67a0c1b3b01fdbdea2ab8a | 6a67a0c568a33411479b7a65 | 6a67a0c8ef3349cb653c7b31,nens-chasuble-with-stole | ns-chasuble-with-stole-2 | ns-chasuble-with-stole-3 | ns-chasuble-with-stole-4,CMS Name,high,false,truncated source filename | potential near-duplicate set name within the same Gallery
Vestments and Linens,6a679b523b7bf7fb5d499a86,Dalmatic (Pair),dalmatic-pair,1,DALMATIC (PAIR),6a67a0d888153d547cf8a1ef,and-linens-dalmatic-pair,CMS Name,high,true,singleton set | truncated source filename
Vestments and Linens,6a679b523b7bf7fb5d499a86,Shoes,shoes,1,SHOES,6a67a0e1e4223da842ec325a,stments-and-linens-shoes,CMS Name,high,true,singleton set | truncated source filename
Vestments and Linens,6a679b523b7bf7fb5d499a86,Vestments and Linen,vestments-and-linen,4,VESTMENTS AND LINEN,6a67a0a04d9c03c1ce6844fd | 6a67a0a4ada99a788db3647b | 6a67a0a855b8941c6fdd2b7d | 6a67a0acdffe953a779eb8cb,nens-vestments-and-linen | ns-vestments-and-linen-2 | ns-vestments-and-linen-3 | ns-vestments-and-linen-4,CMS Name,high,false,truncated source filename
