name,slug,gallery_slug,image_filename,image_path,image_url,destination_url,alt_text,caption,description,sort_order,open_in_new_tab,original_image_url,original_destination_url,original_filename,parse_method,parse_warning
NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE TALISAY,in-love-with-mary-nuestra-senora-de-la-consolacion-y-correa-de-talisay,in-love-with-mary,031-DSC02682-scaled.jpg,../tod-gallery-images/in-love-with-mary/031-DSC02682-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC02709-scaled.jpg,https://thekabilincenter.org/nuestra-senora-de-la-consolacion-y-correa-de-talisay/,NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE TALISAY,,"NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE TALISAY

19th century (original ivory statue)

20th century (wooden head and hands)

Archdiocesan Shrine of Santa Teresa de Avila

Talisay City, Cebu

De vestir, polychromed wood, glass

Height: 110cm

One of the images evacuated to Bohol during WWII (Apollono Baraclan brought the images of the Birhen sa Kalipay and Santa Teresa to an island in Bohol). Every fiesta, people from Bohol visit Talisay for this reason.

Originally the head and hands are made of ivory. During the vesperas of a fiesta In the 1970s (under the time of Fr. Salvador) the statue was found to be devoid of head and hands. The wooden head and hands were acquired with the help and sponsorship of a family who are lumad Talisaynon , the Figueroa family.",16,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC02682-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-de-la-consolacion-y-correa-de-talisay/,DSC02682-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE SAN NICOLAS,in-love-with-mary-nuestra-senora-de-la-consolacion-y-correa-de-san-nicolas,in-love-with-mary,032-DSC01404-2-scaled.jpg,../tod-gallery-images/in-love-with-mary/032-DSC01404-2-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01420-2-scaled.jpg,https://thekabilincenter.org/nuestra-senora-de-la-consolacion-y-correa-de-san-nicolas/,NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE SAN NICOLAS,,"NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE SAN NICOLAS

Early 20th century

Archdiocesan Shrine of San Nicolas de Tolentino Parish, Cebu City

De vestir, polychromed wood, glass

Height : 123cm

Height (child): 35cm

Accessioned Number: SNP-RO-SV-002",17,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01404-2-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-de-la-consolacion-y-correa-de-san-nicolas/,DSC01404-2-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE CARCAR,in-love-with-mary-nuestra-senora-de-la-consolacion-y-correa-de-carcar,in-love-with-mary,033-DSC02239-scaled.jpg,../tod-gallery-images/in-love-with-mary/033-DSC02239-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC02289-scaled.jpg,https://thekabilincenter.org/nuestra-senora-de-la-consolacion-y-correa-de-carcar/,NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE CARCAR,,"NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE CARCAR

21th century

Archdiocesan Shrine of Saint Catherine of Alexandria

Carcar City, Cebu

De vestir , polychromed wood, glass

Virgin Mary Height: 210cm

Child Jesus Height: 40cm

Festejada image, a woode n sculpture originally assigned as Our Lady of the Visitation but was changed, during a ceremony/blessing, to Our Lady of Consolation by Monsignor Puno with the guidance of the local historian Jerry Martin Noel Alfafara. The Holy Child was also changed to fit the new appellation. The image is enshrined at the right side altar of the sanctuary.

Accession number: CPM-RO-SV-030",18,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC02239-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-de-la-consolacion-y-correa-de-carcar/,DSC02239-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE CARCAR,in-love-with-mary-nuestra-senora-de-la-consolacion-y-correa-de-carcar-2,in-love-with-mary,034-DSC01188-scaled.jpg,../tod-gallery-images/in-love-with-mary/034-DSC01188-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01188-scaled.jpg,https://thekabilincenter.org/nuestra-senora-de-la-consolacion-y-correa-de-carcar-2/,NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE CARCAR,,"NUESTRA SEÑORA DE LA CONSOLACION Y CORREA DE CARCAR

Early 20th century

Archdiocesan Shrine of Saint Catherine of Alexandria

Carcar City, Cebu

De vestir, polychromed wood, glass

Virgin Mary Height: 154cm

Child Height: 46cm

Free-standing wooden sculpture on a base with glass eyes, detachable hands, head and body. This is the old venerated image of the Consolation now kept in the parish museum.

Accession number: CPM-RO-SV-006",19,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01188-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-de-la-consolacion-y-correa-de-carcar-2/,DSC01188-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,in-love-with-mary-nuestra-senora-de-la-inmaculada-concepcion,in-love-with-mary,035-DSC01182-3-scaled.jpg,../tod-gallery-images/in-love-with-mary/035-DSC01182-3-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01182-3-scaled.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion/,NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,,"NUESTRA SEÑORA DE LA INMACULADA CONCEPCION

18th century

Our Lady of the Immaculate Conception Parish Church

Oslob, Cebu

Relieve, wood, polychromed and gilded

Height : 150cm

Width: 110cm

High relief representation of our Lady of the Immaculate Conception. The sculpture is made of wood and can be seen at the retablo of the main altar. The image survived the 2008 fire that destroyed parts of the church and convent.

Accession number: ICP-RO-SV-033",20,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01182-3-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion/,DSC01182-3-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,in-love-with-mary-nuestra-senora-de-la-inmaculada-concepcion-2,in-love-with-mary,036-DSC02652-2-scaled.jpg,../tod-gallery-images/in-love-with-mary/036-DSC02652-2-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC02671-2-scaled.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion-2/,NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,,"NUESTRA SEÑORA DE LA INMACULADA CONCEPCION

18th century

Cebu Metropolitan Cathedral

Cebu City

De tallado, polychromed wood, glass eyes

The image was once part of the Spanish Period retablo of the Cathedral. It was enshrined inside the topmost niche of the retablo.",21,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC02652-2-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion-2/,DSC02652-2-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,in-love-with-mary-nuestra-senora-de-la-inmaculada-concepcion-3,in-love-with-mary,042-DSC00089-scaled.jpg,../tod-gallery-images/in-love-with-mary/042-DSC00089-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00116-scaled.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion-3/,NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,,"NUESTRA SEÑORA DE LA INMACULADA CONCEPCION

20th century

Santa Rosa de Lima Parish

Daanbantayan, Cebu

De vestir, polychromed Wood

Height: 92cm,lplo

Accession number: SRL-RO-SV-006",22,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00089-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion-3/,DSC00089-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,in-love-with-mary-nuestra-senora-de-la-inmaculada-concepcion-4,in-love-with-mary,048-DSC02091-scaled.jpg,../tod-gallery-images/in-love-with-mary/048-DSC02091-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC02089-scaled.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion-4/,NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,,"NUESTRA SEÑORA DE LA INMACULADA CONCEPCION

19th century

San Guillermo de Aquitania Parish Church

Dalaguete, Cebu

De vestir, polychromed wood

Height: 150cm

Accession number: DPM-RO-SV-024",23,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC02091-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion-4/,DSC02091-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,in-love-with-mary-nuestra-senora-de-la-inmaculada-concepcion-5,in-love-with-mary,049-DSC00844-3-scaled.jpg,../tod-gallery-images/in-love-with-mary/049-DSC00844-3-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00930-scaled.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion-5/,NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,,"NUESTRA SEÑORA DE LA INMACULADA CONCEPCION

21st century

Our Lady of the Immaculate Conception Parish Church

Oslob, Cebu

De vestir, polychromed wood, glass

Height : 190cm

A newly commissioned piece to become the festejada image of the parish

Accession number: ICP-RO-SV-024",24,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00844-3-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion-5/,DSC00844-3-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,in-love-with-mary-nuestra-senora-de-la-inmaculada-concepcion-6,in-love-with-mary,055-DSC00447-scaled.jpg,../tod-gallery-images/in-love-with-mary/055-DSC00447-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00447-scaled.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion-6/,NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,,"NUESTRA SEÑORA DE LA INMACULADA CONCEPCION

20th century

Our Lady of the Immaculate Conception Parish Church

Oslob, Cebu

De tallado, Escayola (plaster of Paris)

Height : 136cm

Accession number: ICP-RO-SV-028",25,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00447-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion-6/,DSC00447-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,in-love-with-mary-nuestra-senora-de-la-inmaculada-concepcion-7,in-love-with-mary,056-DSC01315-scaled.jpg,../tod-gallery-images/in-love-with-mary/056-DSC01315-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01331-scaled.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion-7/,NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,,"NUESTRA SEÑORA DE LA INMACULADA CONCEPCION

19th century

De tallado, wood, polychromed and gilded

Height: 20""

A de bulto (from base to neck) of carved wood with detachable ivory hands and head, the figure is completed with a halo. Features a suk-suk carving at the back, seven cherubim on the clouds, and abaca hair at the base.",26,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01315-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion-7/,DSC01315-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,in-love-with-mary-nuestra-senora-de-la-inmaculada-concepcion-8,in-love-with-mary,057-DSC00949-scaled.jpg,../tod-gallery-images/in-love-with-mary/057-DSC00949-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00949-scaled.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion-8/,NUESTRA SEÑORA DE LA INMACULADA CONCEPCION,,"NUESTRA SEÑORA DE LA INMACULADA CONCEPCION

19th century

Nuestra Señora del Patrocinio de Maria Parish Church

Boljoon, Cebu

De vestir, polychrome wood, glass eyes

Height: 86cm",27,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00949-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-de-la-inmaculada-concepcion-8/,DSC00949-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DEL SANTISIMO ROSARIO,in-love-with-mary-nuestra-senora-del-santisimo-rosario,in-love-with-mary,058-DSC00696-scaled.jpg,../tod-gallery-images/in-love-with-mary/058-DSC00696-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00731-scaled.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario/,NUESTRA SEÑORA DEL SANTISIMO ROSARIO,,"NUESTRA SEÑORA DEL SANTISIMO ROSARIO

19th - 20th centuries

San Nicolas de Tolentino Parish Church

Malabuyoc, Cebu

De vestir, polychromed wood, glass

Height : 170cm

Accession number: SNDTP-M-RO-SV-012",28,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00696-768x1274.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario/,DSC00696-768x1274.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DEL SANTISIMO ROSARIO,in-love-with-mary-nuestra-senora-del-santisimo-rosario-7,in-love-with-mary,064-DSC00517-scaled.jpg,../tod-gallery-images/in-love-with-mary/064-DSC00517-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00497-2-scaled.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario-7/,NUESTRA SEÑORA DEL SANTISIMO ROSARIO,,"NUESTRA SEÑORA DEL SANTISIMO ROSARIO

19th century

Saints Peter and Paul Parish

Bantayan, Cebu

De vestir, polychromed wood, ivory

Height:

The heads of both the virgin and the child were once made of ivory. They were replaced with the new wooden ones after a theft incident happened inside the church in the mid-1900’s.",29,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00517-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario-7/,DSC00517-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DEL SANTISIMO ROSARIO,in-love-with-mary-nuestra-senora-del-santisimo-rosario-2,in-love-with-mary,065-DSC01046-3-scaled.jpg,../tod-gallery-images/in-love-with-mary/065-DSC01046-3-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01059-3-scaled.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario-2/,NUESTRA SEÑORA DEL SANTISIMO ROSARIO,,"NUESTRA SEÑORA DEL SANTISIMO ROSARIO

19th - 20th centuries

Our Lady of the Immaculate Conception Parish Church

Oslob, Cebu

De vestir, polychromed wood, glass

Height : 215cm

Child Height: 40cm

Accession number: ICP-RO-SV-020",30,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01046-3-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario-2/,DSC01046-3-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DEL SANTISIMO ROSARIO,in-love-with-mary-nuestra-senora-del-santisimo-rosario-3,in-love-with-mary,071-DSC03232-scaled.jpg,../tod-gallery-images/in-love-with-mary/071-DSC03232-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00864-2-scaled.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario-3/,NUESTRA SEÑORA DEL SANTISIMO ROSARIO,,"NUESTRA SEÑORA DEL SANTISIMO ROSARIO

19th - 20th centuries

From a chapel of Saints Peter and Paul Parish

Bantayan, Cebu

De vestir, polychromed wood

Height: 18cm

Accession number: BIPM-SV-001 or BIPM-RV-SV-001",31,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC03232-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario-3/,DSC03232-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DEL SANTISIMO ROSARIO,in-love-with-mary-nuestra-senora-del-santisimo-rosario-3-2,in-love-with-mary,072-DSC00845-2-scaled.jpg,../tod-gallery-images/in-love-with-mary/072-DSC00845-2-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00864-2-scaled.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario-3/,NUESTRA SEÑORA DEL SANTISIMO ROSARIO,,"NUESTRA SEÑORA DEL SANTISIMO ROSARIO

19th - 20th centuries

From a chapel of Saints Peter and Paul Parish

Bantayan, Cebu

De vestir, polychromed wood

Height: 18cm

Accession number: BIPM-SV-001 or BIPM-RV-SV-001",32,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00845-2-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario-3/,DSC00845-2-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DEL SANTISIMO ROSARIO,in-love-with-mary-nuestra-senora-del-santisimo-rosario-4,in-love-with-mary,073-DSC01235-copy-scaled.jpg,../tod-gallery-images/in-love-with-mary/073-DSC01235-copy-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01235-copy-scaled.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario-4/,NUESTRA SEÑORA DEL SANTISIMO ROSARIO,,"NUESTRA SEÑORA DEL SANTISIMO ROSARIO

Early 20th centuries

Archdiocesan Shrine of Santa Ana, Barili, Cebu

De vestir, polychromed wood, glass

Height: 215cm

Holy Child Height: 68cm

At the back of the base, a note is made to say that the image was made in Quiapo, Manila.

Accession number: BAPM-RO-SV-045",33,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01235-copy-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario-4/,DSC01235-copy-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DEL SANTISIMO ROSARIO,in-love-with-mary-nuestra-senora-del-santisimo-rosario-5,in-love-with-mary,074-DSC02478-copy-scaled.jpg,../tod-gallery-images/in-love-with-mary/074-DSC02478-copy-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC02532-copy-scaled.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario-5/,NUESTRA SEÑORA DEL SANTISIMO ROSARIO,,"NUESTRA SEÑORA DEL SANTISIMO ROSARIO

20th century

Archdiocesan Shrine of Saint Catherine of Alexandria

Carcar City, Cebu

De tallado, polychromed escayola/plaster of paris

Height: 170cm

This image is said to be part of the images bought by Venerable Teofilo Camomot to be enshrined in the retablo after a renovation in the mid- 20th century.

Accession number: CPM-RO-SV-032",34,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC02478-copy-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario-5/,DSC02478-copy-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DEL SANTISIMO ROSARIO,in-love-with-mary-nuestra-senora-del-santisimo-rosario-6,in-love-with-mary,080-1-thumbnail-1-scaled.jpg,../tod-gallery-images/in-love-with-mary/080-1-thumbnail-1-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC02012-2-scaled.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario-6/,NUESTRA SEÑORA DEL SANTISIMO ROSARIO,,"NUESTRA SEÑORA DEL SANTISIMO ROSARIO

20th century

Cebu Metropolitan Cathedral, Cebu City

De tallado, polychromed wood, glass

Height: 175cm

This image is typical rendition of many Our Lady of the Holy Rosary images around the different parishes in Cebu.

Accession number: CMC-RO-SV-006",35,true,https://thekabilincenter.org/wp-content/uploads/2022/12/1-thumbnail-1-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-del-santisimo-rosario-6/,1-thumbnail-1-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DEL CARMEN,in-love-with-mary-nuestra-senora-del-carmen,in-love-with-mary,081-DSC01268-2-scaled.jpg,../tod-gallery-images/in-love-with-mary/081-DSC01268-2-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01336-2-scaled.jpg,https://thekabilincenter.org/nuestra-senora-del-carmen/,NUESTRA SEÑORA DEL CARMEN,,"NUESTRA SEÑORA DEL CARMEN

Early 20th century

Santo Tomas de Villanueva Parish Church

Danao City, Cebu

De vestir, polychromed wood, glass

Height: 165cm

Child Height : 40cm

Festejada image of the segunda patron of the Danao parish

Accession number: STVP-RO-SV-039",36,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01268-2-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-del-carmen/,DSC01268-2-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DEL CARMEN,in-love-with-mary-nuestra-senora-del-carmen-2,in-love-with-mary,082-DSC00708-3-scaled.jpg,../tod-gallery-images/in-love-with-mary/082-DSC00708-3-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00719-scaled.jpg,https://thekabilincenter.org/nuestra-senora-del-carmen-2/,NUESTRA SEÑORA DEL CARMEN,,"NUESTRA SEÑORA DEL CARMEN

20th century

Our Lady of the Immaculate Conception Parish Church

Oslob, Cebu

De vestir, polychromed wood, glass

Detachable head and hands

Height : 112cm

Child Height : 45cm

Accession number ICP-RO-SV-022",37,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00708-3-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-del-carmen-2/,DSC00708-3-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DEL CARMEN,in-love-with-mary-nuestra-senora-del-carmen-3,in-love-with-mary,083-DSC02858-scaled.jpg,../tod-gallery-images/in-love-with-mary/083-DSC02858-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC02871-scaled.jpg,https://thekabilincenter.org/nuestra-senora-del-carmen-3/,NUESTRA SEÑORA DEL CARMEN,,"NUESTRA SEÑORA DEL CARMEN

20th century

Archdiocesan Shrine of Santa Teresa de Avila

Talisay City, Cebu

De vestir, polychromed wood, glass

Height: 120cm

Holy Child Height: 36cm

The image is said to be made by a local sculptor named Juanito Alino, who also was said to be deaf-mute.

Accession number: SGA-RO-SV-004",38,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC02858-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-del-carmen-3/,DSC02858-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DEL CARMEN,in-love-with-mary-nuestra-senora-del-carmen-4,in-love-with-mary,084-DSC01303-scaled.jpg,../tod-gallery-images/in-love-with-mary/084-DSC01303-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01327-scaled.jpg,https://thekabilincenter.org/nuestra-senora-del-carmen-4/,NUESTRA SEÑORA DEL CARMEN,,"NUESTRA SEÑORA DEL CARMEN

20th century

National Shrine of Nuestra Señora Virgen de la Regla

Lapulapu City Cebu

De tallado, polychromed wood, glass

Height: 120cm

Child Height : 42cm

Accession number: VDRP-RO-SV-002",39,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01303-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-del-carmen-4/,DSC01303-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
MATER DOLOROSA,in-love-with-mary-mater-dolorosa,in-love-with-mary,090-DSC00965-scaled.jpg,../tod-gallery-images/in-love-with-mary/090-DSC00965-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00972-scaled.jpg,https://thekabilincenter.org/mater-dolorosa/,MATER DOLOROSA,,"MATER DOLOROSA

Nuestra Señora del Patrocinio de Maria Parish Church, Boljoon, Cebu

Total Height : 160cm",40,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC00965-768x1369.jpg,https://thekabilincenter.org/mater-dolorosa/,DSC00965-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
MATER DOLOROSA,in-love-with-mary-mater-dolorosa-2,in-love-with-mary,096-DSC01750-scaled.jpg,../tod-gallery-images/in-love-with-mary/096-DSC01750-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01755-scaled.jpg,https://thekabilincenter.org/mater-dolorosa-2/,MATER DOLOROSA,,"MATER DOLOROSA

APM-RO-SV-103

Archdiocesan Shrine of San Miguel Arcangel, Argao, Cebu

De bastidor with ivory head and hands and glass eyes

Overall Height: 120cm

(ivory) clasped hands Length: 20cm

(ivory) head Height : 25cm

(ivory) head Circumference : 32cm

De bastidor Height : 75cm

De bastidor Circumference: 30cm

Brass (gold plated) Height : 21cm

Brass Sword Height : 15cm

Brass Heart Height : 12cm

Areola Height : 30cm

Areola Width: 11cm",41,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01750-768x1369.jpg,https://thekabilincenter.org/mater-dolorosa-2/,DSC01750-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
NUESTRA SEÑORA DE LOS DOLORES,in-love-with-mary-nuestra-senora-de-los-dolores,in-love-with-mary,102-DSC02570-scaled.jpg,../tod-gallery-images/in-love-with-mary/102-DSC02570-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC02570-scaled.jpg,https://thekabilincenter.org/nuestra-senora-de-los-dolores/,NUESTRA SEÑORA DE LOS DOLORES,,"NUESTRA SEÑORA DE LOS DOLORES

Early 20th century

Our Lady of Sorrows Parish Church, Ronda, Cebu

De vestir, polychromed wood, glass

Height: 111cm

Festejada image of the parish

Accession number: ROP-RO-SV-006",42,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC02570-768x1369.jpg,https://thekabilincenter.org/nuestra-senora-de-los-dolores/,DSC02570-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
MATER DOLOROSA,in-love-with-mary-mater-dolorosa-3,in-love-with-mary,103-DSC01878-scaled.jpg,../tod-gallery-images/in-love-with-mary/103-DSC01878-scaled.jpg,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01902-scaled.jpg,https://thekabilincenter.org/mater-dolorosa-3/,MATER DOLOROSA,,"MATER DOLOROSA

20th century

Archdiocesan Shrine of Saint James the Apostle

Compostela, Cebu

De vestir, polychromed wood, glass

Height : 175cm

Accession number: SDC-RO-SV-001",43,true,https://thekabilincenter.org/wp-content/uploads/2022/12/DSC01878-768x1369.jpg,https://thekabilincenter.org/mater-dolorosa-3/,DSC01878-768x1369.jpg,parent_anchor_img+child_elementor_text_editor+attachment_metadata,
